cicid,i94yr,i94mon,i94cit,i94res,i94port,arrdate,i94mode,i94addr,depdate,i94bir,i94visa,count,dtadfile,visapost,occup,entdepa,entdepd,entdepu,matflag,biryear,dtaddto,gender,insnum,airline,admnum,fltno,visatype
1036934,2016,4,245,245,ORL,20550,1,IL,20563,59,2,1,20160406,GUZ,,G,O,,M,1957,10052016,M,,UA,92906944230,836,B2
5750198,2016,4,254,116,DUB,20574,1,NY,20581,30,2,1,20160430,,,G,O,,M,1986,7282016,F,,EI,59507040133,105,WT
2906098,2016,4,135,135,LOS,20560,1,CA,20577,50,2,1,20160416,,,G,O,,M,1966,7142016,M,,BA,56270736633,283,WT
4243068,2016,4,691,691,HOU,20566,1,NY,20570,13,2,1,20160422,BGT,,G,O,,M,2003,10212016,F,,UA,94238084530,1008,B2
5273693,2016,4,245,245,DAL,20572,1,TX,20607,54,2,1,20160428,,,O,O,,M,1962,10272016,,,AA,94812180030,128,B2
253555,2016,4,135,135,FMY,20546,1,NY,20551,43,2,1,20160402,,,G,O,,M,1973,6302016,F,,BA,55505372133,177,WT
48878,2016,4,148,112,LOS,20545,1,CA,20575,6,2,1,20160401,,,G,O,,M,2010,6292016,F,,LH,55448100733,452,WT
509225,2016,4,254,276,WAS,20547,1,VA,20603,17,3,1,20160403,SEO,,T,O,,M,1999,D/S,M,,UA,675060085,804,F1
3959662,2016,4,577,577,HOU,20565,1,MD,20592,75,2,1,20160421,GTM,,G,I,,M,1941,10202016,M,,UA,94119804230,1901,B2
4236787,2016,4,689,689,MIA,20566,1,NY,20573,29,2,1,20160422,RCF,,G,O,,M,1987,10212016,M,,AA,94194601530,964,B2
5827765,2016,4,582,582,PHO,20574,1,OK,,59,2,1,20160430,GDL,,G,,,,1957,10282016,F,,Y4,94925566130,902,B2
471394,2016,4,135,135,PHI,20547,1,PA,20550,40,1,1,20160403,,,G,O,,M,1976,7012016,F,,BA,55566079333,67,WB
1848870,2016,4,251,251,NEW,20554,1,NY,20583,21,2,1,20160410,JRS,,G,O,,M,1995,10062016,F,,LY,93163964830,27,B2
2025435,2016,4,209,209,NYC,20555,1,NY,20560,48,2,1,20160411,,,G,O,,M,1968,7092016,F,,NH,56002373233,104,WT
3910822,2016,4,438,438,NYC,20565,1,MA,20584,55,2,1,20160421,,,O,K,,M,1961,7192016,,,UA,56504077833,99,WT
3888676,2016,4,213,213,LOS,20565,1,CA,20582,33,2,1,20160421,NWD,,G,O,,M,1983,10202016,M,,EK,94160297030,215,B2
3299598,2016,4,746,158,LOS,20561,1,CA,20568,38,2,1,20160417,MOS,,G,O,,M,1978,10162016,M,,SU,93829038530,106,B2
5252852,2016,4,209,209,BOS,20572,1,MA,20579,27,2,1,20160428,,,G,I,,M,1989,7262016,M,,JL,59421331933,8,WT
2511828,2016,4,135,135,LVG,20558,1,,20567,62,1,1,20160414,,,O,O,,M,1954,7122016,,,VS,56155874633,43,WB
523239,2016,4,516,516,MIA,20547,1,,20549,65,2,1,20160403,PTS,,G,O,,M,1951,10022016,M,,BW,92644299030,484,B2
1809655,2016,4,135,135,LOS,20554,1,CA,20555,48,2,1,20160410,,,O,O,,M,1968,7082016,,,BA,55945261233,283,WT
5020014,2016,4,111,111,MIA,20571,1,IN,20572,41,2,1,20160427,,,O,O,,M,1975,7252016,,,AA,59348587033,2732,WT
5655662,2016,4,696,696,PSP,20573,1,FL,20589,39,2,1,20160429,CRS,,G,O,,M,1977,10282016,F,,2D,94916658030,406,B2
4698964,2016,4,135,135,NYC,20569,1,NE,20572,56,1,1,20160425,,,G,O,,M,1960,7232016,F,,VS,59218017033,25,WB
5072687,2016,4,213,213,HOU,20571,1,TX,20572,31,2,1,20160427,CLG,,G,O,,M,1985,10262016,M,,QR,94689063430,713,B2
5133973,2016,4,576,576,WAS,20571,1,VA,20598,87,2,1,20160427,SNS,,G,O,,M,1929,10262016,M,,AV,94708909230,580,B2
751810,2016,4,582,582,OAK,20548,1,CA,20552,36,2,1,20160404,GDL,,G,O,,M,1980,10032016,M,,Y4,92768264530,990,B2
3095246,2016,4,111,111,SDP,20561,1,CA,20606,49,1,1,20160417,,,G,I,,M,1967,7152016,M,,Y4,56347073933,956,WB
1390539,2016,4,148,112,CHI,20552,1,TN,20560,52,1,1,20160408,,,K,O,,M,1964,7062016,M,,LH,55805200033,430,WB
266409,2016,4,148,131,ATL,20546,1,GA,20551,46,1,1,20160402,,,O,O,,M,1970,6302016,,,LH,55486942633,444,WB
1231815,2016,4,438,438,LOS,20551,1,NV,20557,39,2,1,20160407,,,O,Q,,M,1977,7052016,,,UA,55743923733,840,WT
499578,2016,4,245,245,SFR,20547,1,CA,,29,3,1,20160403,BEJ,,G,,,,1987,D/S,F,,UA,92641176030,889,F1
1969525,2016,4,694,694,MIA,20554,1,FL,20600,69,2,1,20160410,LMA,,G,I,,M,1947,10092016,M,,LA,93205504430,2510,B2
5252446,2016,4,207,207,NYC,20572,1,NY,20578,50,2,1,20160428,,,G,O,,M,1966,7262016,F,,EK,59431113633,207,WT
54317,2016,4,209,209,HHW,20545,1,HI,,28,2,1,20160401,,,G,,,,1988,6292016,M,,JL,55432967433,782,WT
2690389,2016,4,129,129,MIA,20559,1,,20561,44,1,1,20160415,,,G,O,,M,1972,7132016,M,,AA,56205409433,69,WB
45157,2016,4,135,135,CHI,20545,1,MA,20560,58,2,1,20160401,,,O,O,,M,1958,6292016,,,AA,55433620033,55,WT
5771544,2016,4,514,514,BAL,20574,1,MD,,33,3,1,20160430,,,T,,,,1983,D/S,M,,WN,905856585,907,F1
2292245,2016,4,687,687,MIA,20556,1,FL,20565,1,2,1,20160412,BNS,,G,O,,M,2015,10112016,M,,AR,93323727930,1302,B2
1794308,2016,4,123,123,MIA,20554,1,FL,20558,22,2,1,20160410,,,G,O,,M,1994,7082016,F,,AA,55912874533,910,WT
293362,2016,4,245,245,BLA,20546,3,,20548,38,2,1,20160402,VAC,,Z,K,,M,1978,9072016,F,,,90017891430,LAND,B2
2734662,2016,4,245,245,DAL,20559,1,LA,20572,28,2,1,20160415,CHE,,G,O,,M,1988,10142016,M,,UA,93593438730,8,B2
5963522,2016,4,245,245,SAI,20553,1,,20555,28,2,1,20160615,,,P,D,,M,1988,4192016,F,3872,3U,41639881433,8645,CP
1346274,2016,4,746,158,WAS,20551,1,DC,20554,54,1,1,20160407,SPT,,G,O,,M,1962,10062016,M,,AF,92977558830,54,B1
3640076,2016,4,689,689,PHO,20563,1,FL,20569,35,2,1,20160419,SPL,,G,O,,M,1981,10182016,F,,AD,93931378930,8704,B2
1721456,2016,4,582,582,DET,20553,1,MI,20560,28,1,1,20160409,MTR,,G,O,,M,1988,4202016,M,,CP,93135058630,5776,B1
5653917,2016,4,692,692,CHI,20573,1,IL,20581,80,2,1,20160429,QTO,,G,O,,M,1936,10272016,F,,AM,94817007130,682,B2
1232357,2016,4,438,438,SFR,20551,1,CA,20568,17,2,1,20160407,,,G,O,,M,1999,7052016,M,,QF,55751892233,73,WT
54229,2016,4,209,209,HHW,20545,1,,20550,40,2,1,20160401,,,O,O,,M,1976,6292016,,,JL,55427127333,784,WT
1345803,2016,4,746,158,POO,20551,1,CT,20566,58,2,1,20160407,,,O,O,,M,1958,10062016,,,SU,92980481030,102,B2
652881,2016,4,131,131,NYC,20548,1,TX,20562,21,2,1,20160404,,,G,O,,M,1995,7022016,M,,AA,55598084833,65,WT
2469865,2016,4,689,689,BOS,20557,1,FL,20567,37,2,1,20160413,SPL,,G,O,,M,1979,10122016,F,,JJ,93442531530,8086,B2
3115632,2016,4,133,264,MIA,20561,1,FL,20567,38,2,1,20160417,IST,,G,O,,M,1978,10162016,M,,TK,93836369030,77,B2
4718122,2016,4,209,209,HHW,20569,1,HI,20573,32,2,1,20160425,,,G,O,,M,1984,7232016,F,,JL,59234646233,786,WT
1566033,2016,4,111,111,NYC,20553,1,NY,20558,18,2,1,20160409,,,G,O,,M,1998,7072016,M,,KL,55896662333,643,WT
5886229,2016,4,689,689,FTL,20574,1,FL,20581,74,2,1,20160430,BRA,,G,O,,M,1942,10292016,M,,AD,94952246730,8704,B2
3179870,2016,4,273,273,SPM,20561,1,MN,20567,35,1,1,20160417,KLL,,G,O,,M,1981,5162016,M,,DL,93808239330,616,B1
699077,2016,4,254,276,BOS,20548,1,TX,20558,43,2,1,20160404,,,G,O,,M,1973,7022016,M,,AA,55629162533,280,WT
824863,2016,4,117,117,NEW,20549,1,NJ,20553,48,1,1,20160405,,,G,O,,M,1968,7032016,M,,LH,55667149133,402,WB
5678526,2016,4,123,123,ATL,20574,1,FL,20584,40,2,1,20160430,,,G,O,,M,1976,7282016,M,,DL,59559534033,75,WT
352846,2016,4,575,575,FTL,20546,1,FL,20557,74,2,1,20160402,SNJ,,G,O,,M,1942,10012016,F,,B6,92599634530,38,B2
298424,2016,4,260,207,NYC,20546,1,NY,20560,19,2,1,20160402,SGP,,G,O,,M,1997,10012016,M,,QR,92551642430,703,B2
4851069,2016,4,746,158,NYC,20569,1,NY,20607,34,2,1,20160425,,,O,O,,M,1982,10242016,,,SU,94532630630,102,B2
5961217,2016,4,245,245,SAI,20546,1,,20551,29,2,1,20160615,,,P,D,,M,1987,4142016,M,3887,7C,49260591533,3404,CP
3507607,2016,4,135,135,NYC,20563,1,NY,20577,64,2,1,20160419,,,G,O,,M,1952,7172016,F,,BA,56433360633,177,WT
1383491,2016,4,135,135,SFR,20552,1,CA,20565,24,2,1,20160408,,,G,O,,M,1992,7062016,F,,BA,55841759533,287,WT
867234,2016,4,245,206,LOS,20549,1,CA,20558,66,1,1,20160405,HNK,,G,O,,M,1950,10042016,M,,CX,92810146030,884,B1
4625869,2016,4,582,582,DEN,20568,2,,20715,11,2,1,20160424,MTR,,G,I,,M,2005,10152016,F,,VES,94416391830,93300,B2
5032769,2016,4,129,129,NAS,20571,1,FL,20593,38,2,1,20160427,NSS,,G,I,,M,1978,10262016,F,,YX,94653032030,4335,B2
3139866,2016,4,204,204,DEN,20561,1,TX,20581,28,1,1,20160417,JAK,,G,N,,M,1988,10162016,M,,AA,93825665130,138,B1
1334404,2016,4,689,689,MIA,20551,1,CA,20561,42,2,1,20160407,BRA,,G,O,,M,1974,10062016,F,,AA,92926898230,230,B2
5979347,2016,4,254,276,AGA,20552,1,GU,20555,3,2,1,20160615,,,A,D,,M,2013,5222016,M,3943,LJ,3730331127,641,GMT
5640026,2016,4,585,585,CHI,20573,1,NY,20576,44,2,1,20160429,SDO,,G,O,,M,1972,10282016,F,,B6,94827964030,836,B2
2658696,2016,4,691,691,NYC,20558,1,NY,20562,26,2,1,20160414,BGT,,G,O,,M,1990,10132016,F,,CM,93506635930,830,B2
5250285,2016,4,148,112,DAL,20572,1,TX,20588,53,2,1,20160428,,,O,O,,M,1963,7262016,,,LH,59398669033,438,WT
1695849,2016,4,577,577,ATL,20553,1,GA,20567,85,2,1,20160409,GTM,,G,O,,M,1931,10082016,M,,DL,93143927330,906,B2
5638801,2016,4,582,582,OGG,20573,1,,20578,16,2,1,20160429,,,K,O,,M,2000,10292016,M,,AM,94900912430,642,B2
3655992,2016,4,111,111,NYC,20564,1,NY,20572,36,2,1,20160420,,,G,O,,M,1980,7182016,M,,BA,56462929533,175,WT
4804280,2016,4,582,582,DAL,20569,1,CA,,23,2,1,20160425,MEX,,G,,,,1993,10242016,F,,Y4,94540124330,892,B2
5021720,2016,4,116,116,NYC,20571,1,NY,20577,26,2,1,20160427,,,G,O,,M,1990,7252016,F,,AA,59330275733,211,WT
2907046,2016,4,135,135,ORL,20560,1,FL,20574,25,2,1,20160416,,,G,O,,M,1991,7142016,F,,VS,56259865933,27,WT
32582,2016,4,135,135,NYC,20545,1,NE,20552,28,2,1,20160401,,,O,O,,M,1988,6292016,,,VS,55445906133,45,WT
3656427,2016,4,111,111,NYC,20564,1,NY,20565,68,2,1,20160420,,,O,I,,M,1948,7182016,,,AF,56497185333,8,WT
1025877,2016,4,209,209,ATL,20550,1,HI,20555,73,2,1,20160406,,,G,O,,M,1943,7042016,F,,DL,55711385733,278,WT
1345422,2016,4,718,243,OGG,20551,1,VA,20568,71,2,1,20160407,RNG,,G,O,,M,1945,10062016,F,,NH,92947713030,2,B2
2308338,2016,4,111,111,NEW,20557,1,NY,20564,58,2,1,20160413,,,G,O,,M,1958,7112016,M,,DL,56092425733,21,WT
1170649,2016,4,126,126,LOS,20551,1,CA,20562,71,2,1,20160407,,,G,O,,M,1945,7052016,F,,AA,55744924733,216,WT
878052,2016,4,260,260,LOS,20549,1,AZ,20571,35,1,1,20160405,MNL,,G,O,,M,1981,10042016,M,,PR,92845848430,102,B1
5999391,2016,4,252,209,AGA,20562,1,GU,20564,22,2,1,20160617,,,A,D,,M,1994,6022016,F,3703,UA,47864220433,874,GMT
442028,2016,4,111,111,NYC,20547,1,FL,20555,47,2,1,20160403,,,G,O,,M,1969,7012016,M,,AA,55558618633,63,WT
3517920,2016,4,148,112,PHI,20563,1,CO,20573,59,2,1,20160419,,,G,O,,M,1957,7172016,M,,AA,56422616333,701,WT
257403,2016,4,135,135,ORL,20546,1,FL,20560,15,2,1,20160402,,,G,O,,M,2001,6302016,F,,LH,55510760333,464,WT
5516418,2016,4,438,438,HHW,20573,1,HI,20579,74,2,1,20160429,,,G,O,,M,1942,7272016,M,,JQ,59446060833,1,WT
4116530,2016,4,438,438,SFR,20566,1,CA,20573,54,2,1,20160422,,,G,O,,M,1962,7202016,F,,NZ,59082045033,8,WT
263870,2016,4,135,135,FMY,20546,1,NY,20547,45,2,1,20160402,LND,,G,I,,M,1971,10012016,F,,VS,92607990930,25,B2
6061994,2016,4,254,276,AGA,20574,1,GU,20579,9,2,1,20160801,,,A,D,,M,2007,6132016,M,3668,7C,45144392433,3102,GMT
5902022,2016,4,112,112,HHW,20559,9,,,55,2,1,20160502,,,A,,,,1961,7142016,X,3517,,47114299033,,WT
1349112,2016,4,108,251,PHO,20552,1,NY,20568,60,2,1,20160408,,,G,O,,M,1956,7062016,F,,AZ,55803487833,602,WT
2656268,2016,4,689,689,MIA,20558,1,FL,20572,32,2,1,20160414,SPL,,G,O,,M,1984,10132016,M,,AA,93469478830,930,B2
5064157,2016,4,209,209,SEA,20571,1,WA,20576,51,2,1,20160427,,,O,O,,M,1965,7252016,,,NH,59332985333,178,WT
4552209,2016,4,261,261,BLA,20568,3,,20581,21,3,1,20160424,JDD,,Z,K,,M,1995,D/S,M,,,84429099430,41,F1
5757922,2016,4,261,261,MIA,20574,1,FL,20597,28,2,1,20160430,RID,,G,O,,M,1988,10292016,M,,SV,94972499530,21,B2
4718060,2016,4,209,209,HHW,20569,1,HI,20573,35,2,1,20160425,,,G,O,,M,1981,7232016,M,,JL,59248572233,782,WT
751451,2016,4,577,577,OTM,20548,3,CA,,25,2,1,20160404,GTM,,Z,,,,1991,10032016,M,,,92764761030,LAND,B2
2340245,2016,4,148,112,LOS,20556,1,NY,20564,75,2,1,20160413,,,G,O,,M,1941,7112016,F,,LH,56066938733,410,WT
1648938,2016,4,438,438,LOS,20553,1,FL,20568,13,2,1,20160409,,,G,O,,M,2003,7072016,F,,VA,55852222333,1,WT
480428,2016,4,148,112,MIA,20547,1,FL,20559,51,2,1,20160403,,,O,I,,M,1965,7012016,,,LH,55550929633,462,WT
5827717,2016,4,582,582,PHO,20574,1,CA,20581,56,2,1,20160430,GDL,,G,O,,M,1960,10282016,M,,Y4,94923523930,992,B2
56107,2016,4,209,209,HHW,20545,1,HI,20549,10,2,1,20160401,,,G,O,,M,2006,6292016,F,,JL,55436917333,794,WT
3503887,2016,4,133,264,NYC,20563,1,NY,20573,76,2,1,20160419,IST,,G,O,,M,1940,10182016,F,,TK,93982372030,1,B2
6034994,2016,4,252,209,AGA,20573,1,GU,,23,2,1,20160701,,,A,,,,1993,6122016,M,3941,UA,94308476327,827,GMT
2051443,2016,4,438,438,CHI,20555,1,MO,20592,72,2,1,20160411,,,G,O,,M,1944,7092016,F,,QF,55993379933,7,WT
4231640,2016,4,586,586,NEW,20566,1,NJ,20602,36,2,1,20160422,SDO,,G,N,,M,1980,10212016,F,,UA,94264673330,1484,B2
1870573,2016,4,528,528,MIA,20554,1,NJ,20693,19,2,1,20160410,TGG,,G,O,,M,1997,10092016,F,,AA,93229008730,1504,B2
3543194,2016,4,254,276,LOS,20563,1,SC,20576,9,2,1,20160419,,,G,O,,M,2007,7172016,M,,OZ,56445162733,204,WT
3106819,2016,4,123,123,SFR,20561,1,CA,20566,46,1,1,20160417,,,O,O,,M,1970,7152016,,,KL,56324257033,605,WB
2372111,2016,4,260,260,FTL,20557,1,GU,20560,57,2,1,20160413,MNL,,G,O,,M,1959,10132016,M,,5J,93446569430,101,B2
1331768,2016,4,687,687,LOS,20551,1,CA,20567,33,2,1,20160407,BNS,,G,O,,M,1983,10062016,M,,LA,92997351430,2604,B2
155381,2016,4,582,582,ATL,20545,1,CA,20703,32,2,1,20160401,MEX,,G,O,,M,1984,9302016,M,,DL,92461167430,331,B2
5011988,2016,4,746,158,NYC,20570,1,NH,20652,74,2,1,20160426,MOS,,G,O,,M,1942,10252016,F,,SU,94609200730,102,B2
1053226,2016,4,438,438,LOS,20550,1,NV,20583,34,2,1,20160406,,,G,O,,M,1982,7042016,M,,FJ,689509485,810,WT
6055844,2016,4,252,209,AGA,20573,1,GU,20576,33,2,1,20160801,,,A,D,,M,1983,6122016,M,,KE,24689573427,9137,GMT
2814946,2016,4,582,582,ONT,20559,1,CA,,51,2,1,20160415,CDJ,,G,,,,1965,10132016,F,,AM,93556234930,780,B2
840431,2016,4,135,135,NYC,20549,1,NY,20554,34,2,1,20160405,,,G,O,,M,1982,7032016,F,,BA,55663898733,173,WT
5020169,2016,4,113,113,NYC,20571,1,NY,,33,2,1,20160427,,,G,,,,1983,7252016,M,,TK,59324711533,3,WT
2330915,2016,4,135,135,LVG,20557,1,NV,20571,4,2,1,20160413,,,G,O,,M,2012,7112016,M,,VS,56094046333,43,WT
2496533,2016,4,123,123,NYC,20558,1,NY,20561,45,2,1,20160414,,,G,O,,M,1971,7122016,F,,KL,56146871033,641,WT
169126,2016,4,582,582,LVG,20545,1,CA,20555,28,2,1,20160401,MTR,,G,R,,M,1988,9302016,F,,4O,92487459230,970,B2
3119472,2016,4,135,135,NYC,20560,1,NY,20587,35,2,1,20160417,,,G,O,,M,1981,7152016,F,,DY,56293585433,7015,WT
1794581,2016,4,123,123,POO,20554,1,WA,20559,48,1,1,20160410,,,G,O,,M,1968,7082016,M,,DL,55925649133,179,WB
1793960,2016,4,123,123,NYC,20554,1,AZ,20558,43,1,1,20160410,,,O,O,,M,1973,7082016,,,KL,55935236633,641,WB
2293512,2016,4,689,689,NYC,20556,1,MA,20571,54,2,1,20160412,,,O,O,,M,1962,10112016,,,AA,93316284530,974,B2
4903433,2016,4,245,245,MIA,20570,1,TX,20581,66,2,1,20160426,,,O,N,,M,1950,10252016,,,AA,94606717430,138,B2
1583343,2016,4,129,129,CHI,20553,1,IL,20558,53,2,1,20160409,,,G,O,,M,1963,7072016,F,,IB,55876511233,6275,WT
3636527,2016,4,687,687,SFR,20563,1,FL,20566,46,2,1,20160419,BNS,,G,O,,M,1970,10182016,F,,YX,93966755830,4429,B2
4340220,2016,4,373,373,MIA,20567,1,,20568,62,2,1,20160423,CPT,,G,O,,M,1954,10222016,F,,KX,94334824030,102,B2
3675104,2016,4,135,135,WAS,20564,1,DC,20577,68,2,1,20160420,,,G,O,,M,1948,7182016,F,,BA,56466073733,217,WT
2142356,2016,4,689,689,PHI,20555,1,FL,20561,46,2,1,20160411,SPL,,G,O,,M,1970,10102016,M,,JJ,93304895930,8092,B2
3859815,2016,4,135,135,NYC,20565,1,NY,20568,36,2,1,20160421,,,G,O,,M,1980,7192016,M,,AA,56509627233,279,WT
2187824,2016,4,209,209,HHW,20556,1,HI,20559,50,2,1,20160412,,,O,O,,M,1966,7102016,,,JL,56045257733,794,WT
2892590,2016,4,123,123,WAS,20560,1,MD,,61,1,1,20160416,,,G,,,,1955,7142016,F,,SK,56263520633,925,WB
3108923,2016,4,129,129,NEW,20561,1,NY,20565,38,1,1,20160417,,,T,O,,M,1978,7152016,M,,LX,813875485,18,WB
5835261,2016,4,582,582,ATL,20574,1,FL,20582,15,2,1,20160430,MEX,,G,O,,M,2001,10292016,M,,DL,94978938130,310,B2
5974788,2016,4,254,276,AGA,20547,1,GU,20552,9,2,1,20160615,,,A,D,,M,2007,5172016,F,3682,BX,47890469033,612,GMT
3135817,2016,4,148,112,SEA,20561,1,FL,20572,58,2,1,20160417,,,O,O,,M,1958,7152016,,,LH,56315175733,462,WT
1278563,2016,4,576,576,HOU,20551,1,TX,20555,53,2,1,20160407,SNS,,G,O,,M,1963,10062016,M,,UA,92948297930,1467,B2
1975402,2016,4,108,108,DET,20555,1,FL,20626,1,2,1,20160411,,,G,O,,M,2015,7092016,M,,DL,55972037033,133,WT
6034750,2016,4,252,209,AGA,20572,1,GU,20575,38,2,1,20160701,,,A,D,,M,1978,6122016,M,3675,DL,57526136333,610,GMT
823410,2016,4,115,115,ORL,20549,1,FL,20566,31,2,1,20160405,,,G,O,,M,1985,7032016,M,,FI,55690665333,689,WT
5430874,2016,4,116,116,PSP,20573,1,NE,20578,40,2,1,20160429,,,G,O,,M,1976,7272016,M,,VS,59471430433,43,WT
4489534,2016,4,123,123,NEW,20568,1,NY,20573,49,2,1,20160424,,,G,K,,M,1967,7222016,F,,LH,59193704233,408,WT
5026709,2016,4,123,123,NYC,20571,1,NY,20574,44,2,1,20160427,,,G,O,,M,1972,7252016,F,,DL,59330428833,49,WT
5441846,2016,4,129,129,LVG,20573,1,NY,20589,22,2,1,20160429,,,G,O,,M,1994,7272016,F,,UX,59500449333,91,WT
275285,2016,4,209,209,AGA,20546,1,GU,20548,38,2,1,20160402,,,G,O,,M,1978,6302016,M,,DL,55465486133,608,WT
5687991,2016,4,130,130,NEW,20574,1,NY,20580,53,2,1,20160430,,,G,Q,,M,1963,7282016,F,,SK,59520266833,907,WT
514906,2016,4,299,299,NYC,20547,1,MD,20556,61,1,1,20160403,ULN,,G,O,,M,1955,10022016,F,,KE,92643176130,93,B1
2327918,2016,4,135,135,NEW,20557,1,NY,20562,39,2,1,20160413,,,G,O,,M,1977,7112016,M,,BA,56107237133,189,WT
3838865,2016,4,111,689,NYC,20565,1,NY,20568,33,2,1,20160421,PRS,,G,O,,M,1983,10202016,M,,DL,94099968530,472,B2
5965743,2016,4,252,209,AGA,20548,1,GU,20551,37,2,1,20160615,,,A,D,,M,1979,5172016,M,3934,UA,47850509933,197,GMT
5206668,2016,4,111,111,NYC,20572,1,NY,20578,67,1,1,20160428,,,G,O,,M,1949,7262016,F,,AF,59388253033,12,WB
5285085,2016,4,254,276,NYC,20572,1,NY,20587,58,2,1,20160428,,,G,O,,M,1958,7262016,M,,OZ,59382378033,222,WT
4711317,2016,4,148,112,NYC,20569,1,NY,20578,4,2,1,20160425,,,O,K,,M,2012,7232016,,,SQ,59224737033,26,WT
3434626,2016,4,582,582,CHI,20562,1,IL,,70,2,1,20160418,GDL,,G,,,,1946,10172016,M,,Y4,93906121030,946,B2
682147,2016,4,209,209,HHW,20548,1,HI,20551,23,2,1,20160404,,,G,O,,M,1993,7022016,F,,DL,55598724633,578,WT
3069265,2016,4,689,689,ATL,20560,1,CA,20575,53,2,1,20160416,SPL,,G,O,,M,1963,10152016,F,,DL,93670397430,104,B2
1044320,2016,4,258,258,NYC,20550,1,MI,,29,2,1,20160406,ISL,,G,,,,1987,10052016,F,,QR,92896230230,701,B2
3854905,2016,4,131,131,MIA,20565,1,FL,20568,52,2,1,20160421,,,G,O,,M,1964,7192016,M,,AA,56540091833,1501,WT
697792,2016,4,251,251,ATL,20548,1,GA,20554,44,2,1,20160404,TLV,,G,O,,M,1972,10032016,M,,DL,92731595030,83,B2
6027626,2016,4,245,245,SRQ,20569,1,GU,20573,29,2,1,20160701,,,P,D,,M,1987,5062016,F,3890,3U,41698964233,8647,CP
215616,2016,4,694,694,ATL,20545,1,GA,20555,55,2,1,20160401,LMA,,G,O,,M,1961,9302016,M,,DL,92444213730,150,B2
3330175,2016,4,135,135,BOS,20562,1,MA,20568,67,2,1,20160418,,,O,O,,M,1949,7162016,,,DY,56400707033,7147,WT
2011996,2016,4,135,135,SEA,20555,1,WA,20556,45,1,1,20160411,,,O,I,,M,1971,7092016,,,BA,56017123333,49,WB
5471104,2016,4,207,207,SEA,20573,1,WA,20580,77,2,1,20160429,,,G,I,,M,1939,7272016,M,,BR,59501614433,26,WT
2763068,2016,4,528,528,MIA,20559,1,FL,20568,27,2,1,20160415,TGG,,G,O,,M,1989,10142016,F,,AA,93637211330,956,B2
3098965,2016,4,116,116,MIA,20561,1,,20565,44,1,1,20160417,,,O,O,,M,1972,7152016,,,EI,56297872733,147,WB
2948769,2016,4,268,268,MIA,20560,1,CA,20589,52,2,1,20160416,,,G,O,,M,1964,7132016,F,,CI,56231366733,8,WT
289649,2016,4,245,245,DET,20546,1,GA,20555,59,2,1,20160402,GUZ,,G,O,,M,1957,10012016,M,,DL,92567520030,582,B2
813390,2016,4,104,104,PHO,20549,1,NC,20551,43,1,1,20160405,,,G,O,,M,1973,7032016,M,,LH,55671475933,428,WB
3071228,2016,4,689,689,MIA,20560,1,FL,20568,21,2,1,20160416,SPL,,G,O,,M,1995,10152016,F,,JJ,93738892630,8094,B2
2956283,2016,4,464,464,HHW,20560,1,HI,20566,45,2,1,20160416,,,G,O,,M,1971,7142016,F,,NZ,56249381033,10,WT
2882086,2016,4,111,111,CHI,20560,1,NY,20569,21,2,1,20160416,,,G,O,,M,1995,7142016,F,,DL,56241786433,47,WT
1560415,2016,4,104,104,CHI,20553,1,IL,20564,6,2,1,20160409,,,G,O,,M,2010,7072016,F,,IB,55881742733,6275,WT
4893326,2016,4,209,209,PSP,20570,1,,20571,34,2,1,20160426,,,O,I,,M,1982,7242016,,,SE,59315622833,20,WT
2006895,2016,4,135,135,ORL,20555,1,FL,20561,62,2,1,20160411,,,O,O,,M,1954,7092016,,,VS,55999010033,27,WT
3697368,2016,4,213,213,NYC,20564,1,NC,20655,58,2,1,20160420,,,O,O,,M,1958,10192016,,,EK,94048095230,201,B2
1964434,2016,4,689,689,MIA,20554,1,FL,20561,42,2,1,20160410,SPL,,G,O,,M,1974,10092016,F,,AA,93159473030,930,B2
67523,2016,4,245,245,HOU,20545,1,TX,20560,57,1,1,20160401,BEJ,,G,O,,M,1959,9302016,M,,CA,92490394430,995,B1
2512913,2016,4,135,135,NYC,20557,1,,20565,51,2,1,20160414,,,G,O,,M,1965,7122016,M,,VS,56116778833,23,WT
3326716,2016,4,130,130,NYC,20562,1,TN,20578,50,2,1,20160418,,,G,Q,,M,1966,7162016,F,,AA,56368182933,101,WT
751491,2016,4,579,579,ATL,20548,1,VT,20554,27,2,1,20160404,,,O,O,,M,1989,10032016,,,DL,92732519030,370,B2
5591745,2016,4,582,582,MIA,20573,1,MI,20576,30,2,1,20160429,MEX,,G,O,,M,1986,10282016,F,,AM,94863257630,412,B2
2884981,2016,4,111,111,SFR,20560,1,CA,20566,50,1,1,20160416,,,G,O,,M,1966,7142016,M,,AF,56273771733,84,WB
5882487,2016,4,687,687,HOU,20574,1,NY,20584,14,2,1,20160430,BNS,,G,O,,M,2002,10292016,M,,UA,94939421630,818,B2
56519,2016,4,209,209,HHW,20545,1,HI,20550,40,2,1,20160401,,,G,O,,M,1976,6292016,F,,JL,55433102133,782,WT
3017841,2016,4,582,582,LVG,20560,1,LA,20566,31,2,1,20160416,MEX,,G,O,,M,1985,10152016,F,,Y4,93717949530,966,B2
502445,2016,4,245,245,AGA,20547,1,GU,20551,42,2,1,20160403,SHG,,G,O,,M,1974,10032016,M,,UA,92660874230,156,B2
